id,owner-uid,name,description,category,attribution,periodOfTime,postingFreq,originator,link,downloadCount,viewCount,licenseId,publicationDate,rowsUpdateAt,tags,rowLabel,metadataLanguage,numberColumns,numColumnDescriptions,numTags
m7ih-hj3u,fuyk-waw8,ESA Compliance Harvest (WDFW),,,,,,,,218,17,,2018-11-19 13:44:21,2018-11-19 13:44:20,N/A,,,5,0,0
3mvq-959q,fuyk-waw8,Snake Error Bars 2018 Example,,,,,,,,203,17,,2018-12-04 05:44:05,2018-12-04 05:44:04,N/A,,,10,0,0
k37g-4h7p,bvsx-y3xv,PCHEES Dashboard - Course Completion,Percentage of credit hours completed out of those attempted.,Education,Education Research & Data Center,2007-2019,Annual,,https://erdc.wa.gov/data-dashboards/public-four-year-dashboard#course-completion,182,17,,2019-05-28 14:05:21,2020-12-10 16:15:15,N/A,,,9,7,0
94cc-y6q8,7ykf-4t5h,AYP Data by School - overall_2003,,Education,,,,,,336,17,,2019-06-26 09:40:21,2019-06-26 09:40:20,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'school', 'accountability']",,,10,0,7
rnqm-6ysv,7ykf-4t5h,EOC Scores by School_2014,,Education,,,,,,134,18,,2019-06-30 01:01:44,2019-06-30 01:01:44,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'school', 'assessment']",,,216,0,7
vbm9-rfsw,7ykf-4t5h,Dual Credit Data by School_2013,,Education,,,,,,161,17,,2019-06-30 00:04:54,2019-06-30 00:04:54,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'dual credit']",,,24,0,7
9s99-6pgr,7ykf-4t5h,WASL Scores by School_2004,,Education,,,,,,128,17,,2019-06-27 10:42:55,2019-06-27 10:42:55,"['reportcard', 'ospi', 'k-12', 'student', '2004', 'school', 'assessment']",,,111,0,7
uw9r-h7dh,7ykf-4t5h,WASL Scores by State_2005,,Education,,,,,,234,17,,2019-06-27 11:13:22,2019-06-27 11:13:21,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'state', 'assessment']",,,104,0,7
trbk-6ezf,ugen-sv2k,WQI score example 3,,,,,,,,32,18,,2020-01-14 05:43:58,2020-01-14 05:56:24,N/A,,,5,0,0
c7kq-bkba,bvsx-y3xv,PCHEES Dashboard - Market Penetration,Annual ratio of undergraduate bachelors degrees awarded relative to the state's population aged 18-24 years old with a high school diploma.,Education,Education Research & Data Center,2007-2019,Annual,,https://erdc.wa.gov/data-dashboards/public-four-year-dashboard#market-penetration,188,17,,2019-05-28 14:43:44,2020-12-09 14:16:23,N/A,,,4,4,0
j8hk-dnp4,7ykf-4t5h,Dual Credit Data by School_2014,,Education,,,,,,223,17,,2019-06-30 00:08:35,2019-06-30 00:08:34,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'school', 'dual credit']",,,14,0,7
rzcu-wf8g,7ykf-4t5h,AYP Data by District - overall_2015,,Education,,,,,,255,16,,2019-06-30 16:14:40,2019-06-30 16:14:40,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'accountability']",,,6,0,7
aezt-3f9c,h9w5-qfr2,WatershedHealth_BIBI_SOS2020,"Benthic Index of Biological Integrity (B-IBI) data (mean site score per survey) from Watershed Health Monitoring Surveys conducted by the Department of Ecology during 2009 through 2019. Data from Recovery Regions is intended for the 2020 State of the Salmon Report. B-IBI scores are accessible from Puget Sound Stream Benthos. See https://pugetsoundstreambenthos.org but this file uses a different rating method for ""Good/Fair/Poor"" that is based on percentiles of BIBI-scores from Department of Ecology reference sites during 2009-2018.",Natural Resources & Environment,Department of Ecology Watershed Health Monitoring program,,,,https://ecology.wa.gov/WatershedHealth,27,16,,2020-12-03 09:58:10,2020-12-03 09:58:10,"['watershed health monitoring', 'habitat quality', 'water quality', 'benthic index of biological integrity', 'b-ibi', 'random sites', 'state-of-the-salmon']",Site per survey,,12,12,7
keiv-qr69,7ykf-4t5h,AMAO by State_2014,,Education,,,,,,0,0,,2019-06-29 17:47:29,2019-06-29 17:47:29,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'state', 'accountability']",,,17,0,7
ewi6-htm6,7ykf-4t5h,WaKIDS Scores by School_2018,,Education,,,,,,154,15,,2019-06-30 12:27:00,2019-06-30 12:26:59,"['reportcard', 'ospi', 'k-12', 'student', '2018', 'school', 'assessment']",,,55,0,7
ex59-vc76,7ykf-4t5h,WaKIDS Scores by School_2018,,Education,,,,,,160,15,,2019-06-14 14:55:18,2019-06-14 14:55:18,"['reportcard', 'ospi', 'k-12', 'student', '2018', 'school', 'assessment']",,,55,0,7
wmiu-tb7z,7ykf-4t5h,Dual Credit Data by District_2016,,Education,,,,,,170,15,,2019-06-30 22:41:55,2019-06-30 22:41:55,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'district', 'dual credit']",,,12,0,7
dsue-f9d3,7ykf-4t5h,District WELPA scores by Subgroup_2015,,Education,,,,,,137,15,,2019-06-30 22:22:53,2019-06-30 22:22:53,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'assessment']",,,23,0,7
shzk-7zmm,7ykf-4t5h,AYP Data by School - participation-other indicator_2010,,Education,,,,,,141,16,,2019-06-29 22:32:12,2019-06-29 22:32:12,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'school', 'accountability']",,,44,0,7
cnjf-t659,7ykf-4t5h,EOC Scores by District_2011,,Education,,,,,,164,15,,2019-06-30 23:17:44,2019-06-30 23:17:44,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'district', 'assessment']",,,214,0,7
b342-5fht,7ykf-4t5h,CTE Course Enrollment by State - cluster areas_2017,,Education,,,,,,153,14,,2019-06-29 16:40:47,2019-06-29 16:40:46,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'state', 'cte']",,,11,0,7
4dnt-bvg3,ugen-sv2k,WQI Example 1-14-2020 (2),,,,,,,,29,14,,2020-01-14 05:20:52,2020-01-14 05:26:44,N/A,,,3,0,0
4tnv-q46z,7ykf-4t5h,Demographic Information by School_2004,,Education,,,,,,177,14,,2019-06-27 08:24:35,2019-06-27 08:24:34,"['reportcard', 'ospi', 'k-12', 'student', '2004', 'school', 'enrollment']",,,24,0,7
whwr-9g8d,ugen-sv2k,WQI Example 1-14-2020,,,,,,,,31,14,,2020-01-14 04:37:54,2020-01-14 04:37:53,N/A,,,2,0,0
7skj-mrmq,7ykf-4t5h,State WASL Scores by Subgroup_2007,,Education,,,,,,164,14,,2019-06-28 08:06:09,2019-06-28 08:06:09,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'state', 'assessment']",,,105,0,7
fyfh-ugyk,7ykf-4t5h,Unexcused Absence Rates By School_2013,,Education,,,,,,171,14,,2019-06-30 11:54:36,2019-06-30 11:54:36,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'accountability']",,,6,0,7
68uq-pxcg,7ykf-4t5h,CTE Demographic Data by State_2015,,Education,,,,,,192,13,,2019-06-29 17:16:13,2019-06-29 17:16:13,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'state', 'cte']",,,7,0,7
qqnh-ynuk,7ykf-4t5h,AYP Data by District - overall_2003,,Education,,,,,,158,14,,2019-06-26 09:36:34,2019-06-26 09:36:33,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'district', 'accountability']",,,6,0,7
jzd2-a3yt,7ykf-4t5h,WASL Scores by School_2007,,Education,,,,,,137,14,,2019-06-28 08:03:40,2019-06-28 08:03:39,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'school', 'assessment']",,,111,0,7
ykfu-5nf4,7ykf-4t5h,Report Card Student Access To Educators Content Area 2017-18 School Year,"This file includes Report Card data on Student Access to Educators by Student Group and race/ethnicity, by content area for the 2017-18 school year. Data is disaggregated by school, district, and the state level. Student access rates to teachers by teacher qualification and by course content area are provided for student groups and characteristics and by student race/ethnicity. Teacher qualifications included are: Inexperienced, experienced, limited-certificated, fully-certificated, out-of-field, and in-field. Please review the notes below for more information.",,OSPI,2017-18,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,17,14,,2020-09-22 14:26:19,2020-12-15 16:07:36,"['ospi', 'reportcard', 'student access to educators']",,English,27,0,3
5u4d-iirb,7ykf-4t5h,OSPI Enrollment Changes 2019-20 to 2020-21,Data exploring the difference of student enrollment in Washington state from school year 2019-20 to 2020-21,Education,OSPI Achievement Data,,,,https://www.k12.wa.us/data-reporting/data-displays,13,14,,2021-01-21 15:52:37,2021-01-21 15:52:37,"['ospi', 'student', 'student enrollment', 'enrollment', 'covid']",,,7,6,5
4nzd-w89w,7ykf-4t5h,Demographic Information by School_2003,,Education,,,,,,154,14,,2019-06-26 08:28:47,2019-06-26 08:28:46,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'district', 'enrollment']",,,26,0,7
si8f-yh94,7ykf-4t5h,CTE Demographic Data by State_2013,,Education,,,,,,0,0,,2019-06-29 18:43:15,2019-06-29 18:43:15,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'state', 'cte']",,,7,0,7
4jev-rxx5,7ykf-4t5h,AMO Data by School  - proficiency-participation-other indicator_2013,,Education,,,,,,150,12,,2019-06-29 21:40:15,2019-06-29 21:40:15,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'accountability']",,,31,0,7
dsvn-jxbj,7ykf-4t5h,AMO Data by School - overall_2013,,Education,,,,,,178,13,,2019-06-29 21:47:34,2019-06-29 21:47:34,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'accountability']",,,18,0,7
rcv9-885n,7ykf-4t5h,AYP Data by School - overall_2015,,Education,,,,,,276,13,,2019-06-29 22:17:10,2019-06-29 22:17:10,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'accountability']",,,11,0,7
reg9-mjd3,vrr3-nct2,IT Contracts Report 2020,,Procurements and Contracts,,,,,,3,12,,2021-01-12 10:49:43,2021-01-12 10:49:42,"['contracts', 'procurement', 'report', 'agency', 'spend']",,,77,0,5
8kx7-vpvr,7ykf-4t5h,CTE Demographic Data by District_2016,,,,,,,,249,13,,2019-06-30 19:45:59,2019-06-30 19:45:59,N/A,,,11,0,0
widp-xaka,7ykf-4t5h,District MSP-HSPE Scores by Subgroup_2012,,Education,,,,,,163,13,,2019-06-30 21:37:41,2019-06-30 21:37:40,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'district', 'assessment']",,,110,0,7
nur9-rp4f,arda-prru,Asotin County Immunization Data by School,Asotin County student immunization rates by school for a given school year.,Health,Washington State Department of Health,Fall 2014-Spring 2017,Annually,,,26,13,USGOV_WORKS,2021-02-02 17:37:56,2021-02-02 17:37:56,"['vaccination', 'immunization', 'asotin county', 'school', 'district', 'exemption', 'vaccine', 'student', 'child health', 'department of health', 'mmr', 'polio', 'dtap', 'hepb', 'varicella']",description of immunization and exemption rates by school including totals and percentages by type of vaccine and exemption.,,36,36,15
qpzm-35vp,7ykf-4t5h,EOC Scores by School_2013,,Education,,,,,,165,13,,2019-06-30 00:58:10,2019-06-30 00:58:10,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'assessment']",,,216,0,7
izcm-iw77,7ykf-4t5h,State WASL Scores by Subgroup_2002,,Education,,,,,,148,13,,2019-06-26 08:55:58,2019-06-26 08:55:58,"['reportcard', 'ospi', 'k-12', 'student', '2002', 'state', 'assessment']",,,105,0,7
p8yd-9rrr,7ykf-4t5h,State MSP-HSPE Scores by Subgroup_2014,,Education,,,,,,181,13,,2019-06-29 18:13:27,2019-06-29 18:13:26,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'state', 'assessment']",,,105,0,7
cxet-b9xn,7ykf-4t5h,School MSP-HSPE Scores by Subgroup_2012,,Education,,,,,,0,0,,2019-06-30 02:08:42,2019-06-30 02:08:42,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'school', 'assessment']",,,110,0,7
dsuu-gh5e,7ykf-4t5h,District MSP-HSPE Scores by Subgroup_2010,,Education,,,,,,160,12,,2019-06-30 21:29:32,2019-06-30 21:29:32,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'district', 'assessment']",,,110,0,7
djif-rqf4,7ykf-4t5h,ELPA21 District_2017,,Education,,,,,,266,12,,2019-06-30 23:12:39,2019-06-30 23:12:39,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'district', 'assessment']",,,20,0,7
vbw8-8q5r,7ykf-4t5h,School WASL Scores by Subgroup_2005,,Education,,,,,,136,12,,2019-06-27 11:29:58,2019-06-27 11:29:57,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'district', 'assessment']",,,110,0,7
ujbe-i8ps,7ykf-4t5h,Report Card Teacher Ratio Program Certificate 2017-18 School Year,"This file includes Report Card teacher information around teacher-student ratios, teacher assignments by program, and teacher certificate types for the 2017-18 school year. Data is disaggregated by school, district, and the state level. Ratio information includes teacher and student head counts, average class size, teacher-to-student ratio, student-to-teacher ratio, and teacher-to-student ratio as a percent. Program information includes count and percent of teachers by head count and program as well as by FTE assignment. Certificate information indicates the count and percent of teachers by certificate type and by limited certificate subcategories. Please review the notes below for more information.",Education,OSPI,2017-18,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,29,12,,2020-12-15 15:41:03,2020-12-15 15:41:02,"['reportcard', 'ospi', 'k-12', 'teachers']",,English,34,1,4
ucz3-aub2,7ykf-4t5h,School EOC scores by Subgroup_2011,,Education,,,,,,155,12,,2019-06-30 01:39:51,2019-06-30 01:39:50,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'assessment']",,,217,0,7
buh7-khec,7ykf-4t5h,AYP Data by District - proficiency_2014,,Education,,,,,,125,11,,2019-06-30 16:49:34,2019-06-30 16:49:34,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'district', 'accountability']",,,84,0,7
ck96-gbz8,7ykf-4t5h,AYP Data by District - overall_2005,,Education,,,,,,0,0,,2019-06-27 11:32:28,2019-06-27 11:32:28,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'district', 'accountability']",,,6,0,7
te5x-d5et,7ykf-4t5h,EOC Scores by School_2011,,Education,,,,,,140,12,,2019-06-30 00:50:36,2019-06-30 00:50:35,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'assessment']",,,216,0,7
grmj-ctpm,7ykf-4t5h,WLPT-II Scores by State_2011,,Education,,,,,,0,0,,2019-06-29 20:11:17,2019-06-29 20:11:16,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'assessment']",,,14,0,7
8pm5-vqty,7ykf-4t5h,EOC Scores by District_2013,,Education,,,,,,167,13,,2019-06-30 23:25:22,2019-06-30 23:25:21,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'assessment']",,,214,0,7
i7xc-etx9,6hhm-htpq,DEMO - Jurisdictions by Election Year,This is a test dataset that contains bad/incomplete data.,,,,,,,25,13,,2020-08-21 14:28:25,2021-02-09 12:00:25,N/A,,,15,0,0
47th-59sm,7ykf-4t5h,AMO Data by School - overall_2012,,Education,,,,,,121,12,,2019-06-29 21:43:51,2019-06-29 21:43:51,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'school', 'accountability']",,,18,0,7
g383-z3j8,7ykf-4t5h,WLPT-II Scores by School_2011,,Education,,,,,,0,0,,2019-06-30 12:58:45,2019-06-30 12:58:45,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'assessment']",,,21,0,7
vacn-egmt,7ykf-4t5h,MSP-HSPE Scores by School_2015,,Education,,,,,,492,11,,2019-06-30 01:30:20,2019-06-30 01:30:20,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'assessment']",,,34,0,7
bgz9-qw3j,7ykf-4t5h,AYP Data by District - proficiency_2008,,Education,,,,,,187,10,,2019-06-30 16:38:53,2019-06-30 16:38:52,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'district', 'accountability']",,,70,0,7
ktfc-a9pf,7ykf-4t5h,AMO Data by School - proficiency-participation-other indicator_2012,,Education,,,,,,121,11,,2019-06-29 21:51:19,2019-06-29 21:51:18,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'school', 'accountability']",,,31,0,7
7msd-qq2c,7ykf-4t5h,WASL Scores by School_2006,,Education,,,,,,139,10,,2019-06-27 11:50:18,2019-06-27 11:50:18,"['reportcard', 'ospi', 'k-12', 'student', '2006', 'school', 'assessment']",,,111,0,7
e9rc-gk78,7ykf-4t5h,WASL Scores by State_2002,,Education,,,,,,0,0,,2019-06-14 16:55:48,2019-06-14 16:55:48,"['reportcard', 'ospi', 'k-12', 'student', '2002', 'state', 'assessment']",,,104,0,7
ehpc-8nxr,7ykf-4t5h,State MSP-HSPE Scores by Subgroup_2009,,Education,,,,,,176,12,,2019-06-29 20:49:54,2019-06-29 20:49:53,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'state', 'assessment']",,,105,0,7
5icz-miuk,7ykf-4t5h,AYP Data by District - overall_2010,,Education,,,,,,287,11,,2019-06-30 16:06:43,2019-06-30 16:06:42,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'district', 'accountability']",,,6,0,7
ahwm-2jyd,7ykf-4t5h,AYP Data by District - overall_2008,,Education,,,,,,167,11,,2019-06-30 16:01:24,2019-06-30 16:01:24,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'district', 'accountability']",,,6,0,7
iew9-2qjh,7ykf-4t5h,District WASL Scores by Subgroup_2005,,Education,,,,,,0,0,,2019-06-27 11:25:35,2019-06-27 11:25:35,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'district', 'assessment']",,,110,0,7
efhj-n2gf,7ykf-4t5h,WASL Scores by School_2005,,Education,,,,,,151,11,,2019-06-27 11:20:06,2019-06-27 11:20:06,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'school', 'assessment']",,,111,0,7
7qw7-kwz2,7ykf-4t5h,WASL Scores by District_2007,,Education,,,,,,169,11,,2019-06-27 12:38:43,2019-06-27 12:38:42,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'assessment']",,,109,0,7
p8v5-cmxp,7ykf-4t5h,District MSP-HSPE Scores by Subgroup_2013,,Education,,,,,,142,11,,2019-06-30 21:41:30,2019-06-30 21:41:30,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'assessment']",,,110,0,7
siri-d3cc,7ykf-4t5h,AMO Data by District - proficiency-participation-other indicator_2012,,Education,,,,,,152,11,,2019-06-30 15:58:53,2019-06-30 15:58:52,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'district', 'accountability']",,,29,0,7
uqxb-mbhx,7ykf-4t5h,Report Card Teacher Qualification Summary 2017-18 School Year,"This file includes Report Card information on teacher qualifications for the 2017-18 school year. Data is disaggregated by school, district, and the state level. Teacher qualifications include inexperienced, experienced, limited-certificated, fully-certificated, out-of-field, and in-field statuses. Please review the notes below for more information.",Education,OSPI,2017-18,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,12,11,,2020-12-15 14:50:05,2020-12-15 14:50:04,"['ospi', 'k-12', 'reportcard', 'teacher qualification']",,English,31,0,4
68nj-d8nb,7ykf-4t5h,School WASL Scores by Subgroup_2004,,Education,,,,,,172,11,,2019-06-27 10:53:05,2019-06-27 10:53:04,"['reportcard', 'ospi', 'k-12', 'student', '2004', 'school', 'assessment']",,,110,0,7
f6e2-bipw,7ykf-4t5h,Unexcused Absence Rates By School_2014,,Education,,,,,,138,11,,2019-06-30 11:58:12,2019-06-30 11:58:11,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'school', 'accountability']",,,6,0,7
tqac-9gzu,7ykf-4t5h,AYP Data by District - participation-other indicator_2008,,Education,,,,,,156,11,,2019-06-30 16:17:32,2019-06-30 16:17:31,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'district', 'accountability']",,,44,0,7
umvq-sbkp,7ykf-4t5h,State WELPA scores by Subgroup_2014,,Education,,,,,,186,11,,2019-06-29 17:49:34,2019-06-29 17:49:34,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'state', 'assessment']",,,18,0,7
42q4-3tui,7ykf-4t5h,School MSP-HSPE Scores by Subgroup_2013,,Education,,,,,,120,11,,2019-06-30 11:08:45,2019-06-30 11:08:44,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'assessment']",,,110,0,7
n5jc-fqqw,7ykf-4t5h,Dual Credit Data by State_2015,,Education,,,,,,162,10,,2019-06-29 17:10:00,2019-06-29 17:10:00,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'state', 'dual credit']",,,12,0,7
6z5n-2pgp,7ykf-4t5h,AYP Data by School - proficiency_2008,,Education,,,,,,163,10,,2019-06-29 22:58:17,2019-06-29 22:58:16,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'school', 'accountability']",,,70,0,7
df3b-7bms,7ykf-4t5h,State MSP-HSPE Scores by Subgroup_2011,,Education,,,,,,0,0,,2019-06-29 19:56:58,2019-06-29 19:56:57,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'assessment']",,,105,0,7
2u3r-ngvc,7ykf-4t5h,Demographic Information by District_2003,,Education,,,,,,263,10,,2019-06-26 09:06:37,2019-06-26 09:06:37,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'district', 'enrollment']",,,22,0,7
dms8-ias7,mr74-7w2j,Project_Type,Fund Finder project type by funding program,Natural Resources & Environment,Washington Recreation and Conservation Office,,,,https://www.rco.wa.gov/,199,10,,2018-11-12 12:28:26,2018-11-12 12:28:25,N/A,project type,,2,2,0
5mqg-cdic,fuyk-waw8,Regional HGMP Standards,,,,,,,,153,10,,2018-11-08 10:30:22,2018-11-08 10:30:20,N/A,,,7,0,0
5frz-f59x,7ykf-4t5h,AYP Data by School - proficiency_2007,,Education,,,,,,283,10,,2019-06-29 22:54:39,2019-06-29 22:54:38,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'school', 'accountability']",,,70,0,7
4nkv-wpmt,7ykf-4t5h,Demographic Information by District_2004,,Education,,,,,,153,10,,2019-06-26 09:44:02,2019-06-26 09:44:02,"['reportcard', 'ospi', 'k-12', 'student', '2004', 'district', 'enrollment']",,,21,0,7
689m-sytj,7ykf-4t5h,WASL Scores by District_2003,,Education,,,,,,209,10,,2019-06-26 09:18:28,2019-06-26 09:18:28,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'district', 'assessment']",,,109,0,7
nwwm-sybe,7ykf-4t5h,District MSP-HSPE Scores by Subgroup_2015,,Education,,,,,,148,10,,2019-06-30 21:48:26,2019-06-30 21:48:25,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'assessment']",,,33,0,7
gevy-wn26,s6s4-icwb,I-5 and I-405 Buffer,,,,,,,,285,10,,2019-02-08 11:41:49,2019-02-08 11:41:48,N/A,,,4,0,0
byzb-upuw,7ykf-4t5h,Demographic Information by District_2005,,Education,,,,,,167,10,,2019-06-27 11:00:30,2019-06-27 11:00:29,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'district', 'enrollment']",,,20,0,7
pxn6-cehw,7ykf-4t5h,WASL Scores by District_2006,,Education,,,,,,176,10,,2019-06-27 11:47:09,2019-06-27 11:47:08,"['reportcard', 'ospi', 'k-12', 'student', '2006', 'district', 'assessment']",,,109,0,7
t97y-g2vk,7ykf-4t5h,AYP Data by School - overall_2009,,Education,,,,,,286,10,,2019-06-29 21:58:36,2019-06-29 21:58:36,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'school', 'accountability']",,,10,0,7
sa94-ben3,7ykf-4t5h,AMAO by District_2014,,Education,,,,,,169,10,,2019-06-30 15:50:51,2019-06-30 15:50:51,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'district', 'accountability']",,,18,0,7
ufce-hqxh,7ykf-4t5h,AYP Data by District - proficiency_2007,,Education,,,,,,0,0,,2019-06-28 08:33:30,2019-06-28 08:33:29,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'accountability']",,,70,0,7
szvf-e8ut,7ykf-4t5h,AYP Data by School - participation-other indicator_2016,,Education,,,,,,165,10,,2019-06-29 22:47:06,2019-06-29 22:47:06,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'school', 'accountability']",,,53,0,7
vfzs-3csd,7ykf-4t5h,WASL Scores by State_2008,,Education,,,,,,169,10,,2019-06-29 21:07:50,2019-06-29 21:07:50,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'state', 'assessment']",,,104,0,7
iqzi-x7y8,7ykf-4t5h,AYP Data by District - participation-other indicator_2007,,Education,,,,,,155,10,,2019-06-29 16:12:20,2019-06-29 16:12:19,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'accountability']",,,44,0,7
kdns-xv3j,7ykf-4t5h,AYP Data by School - overall_2005,,Education,,,,,,148,10,,2019-06-27 11:36:13,2019-06-27 11:36:13,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'school', 'accountability']",,,10,0,7
2w7x-mddx,7ykf-4t5h,EOC Scores by School_2015,,Education,,,,,,164,11,,2019-06-30 01:04:21,2019-06-30 01:04:21,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'assessment']",,,32,0,7
jt2g-qvtk,7ykf-4t5h,AYP Data by School - proficiency_2011,,Education,,,,,,179,10,,2019-06-29 23:09:30,2019-06-29 23:09:30,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'accountability']",,,70,0,7
ha8x-hbvv,7ykf-4t5h,CTE Perkins Data by District - grand total_2017,,Education,,,,,,154,10,,2019-06-30 20:09:16,2019-06-30 20:09:16,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'district', 'cte']",,,14,0,7
wpqs-5pac,7ykf-4t5h,AYP Data by School - overall_2013,,Education,,,,,,135,10,,2019-06-29 22:09:45,2019-06-29 22:09:44,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'accountability']",,,11,0,7
b6ah-hhky,7ykf-4t5h,Dual Credit Data by State_2014,,Education,,,,,,173,10,,2019-06-29 17:39:09,2019-06-29 17:39:08,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'state', 'dual credit']",,,12,0,7
g6x7-fzc8,7ykf-4t5h,Unexcused Absence Rates By School_2015,,Education,,,,,,201,10,,2019-06-30 12:01:44,2019-06-30 12:01:44,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'accountability']",,,6,0,7
fugq-7tcj,7ykf-4t5h,WASL Scores by State_2004,,Education,,,,,,142,9,,2019-06-27 08:40:08,2019-06-27 08:40:08,"['reportcard', 'ospi', 'k-12', 'student', '2004', 'state', 'assessment']",,,104,0,7
nqzc-mge5,h9w5-qfr2,WatershedHealth_Canopy_SOS2020,"Riparian canopy data, as measured with convex densiometer. These are from Watershed Health Monitoring surveys conducted by the Department of Ecology during 2009 through 2019. Data from Recovery Regions are intended for the 2020 State if the Salmon Report. Reference this metric in the Watershed Health database: ""X DensioBank"".",Natural Resources & Environment,Department of Ecology Watershed Health Monitoring program,2009-2019,Once,Department of Ecology,https://ecology.wa.gov/WatershedHealth,16,9,,2020-12-03 09:52:59,2020-12-03 09:52:58,"['watershed health monitoring', 'physical habitat', 'canopy cover', 'riparian cover', 'random sites', 'state-of-the-salmon']",Site per survey,English,13,12,6
juwk-nji2,7ykf-4t5h,CTE Demographic Data by State_2012,,Education,,,,,,152,9,,2019-06-29 19:12:35,2019-06-29 19:12:34,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'state', 'cte']",,,7,0,7
4sfe-aak8,7ykf-4t5h,WASL Scores by School_2003,,Education,,,,,,158,9,,2019-06-26 09:22:15,2019-06-26 09:22:15,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'school', 'assessment']",,,111,0,7
